2.943510248228460746e+00,-4.862287872085381199e-03,2.213972009376382610e-01,3.775373979880050257e+01,1.312962599681912756e-01,-1.590873971300873213e-01
2.985203112274944726e+00,-4.060846828523342195e-02,2.799046472392442420e-01,3.777915566555059002e+01,4.269832502963371024e-01,-1.417732212550849302e-01
3.026334683331039610e+00,-9.050829816028346797e-02,9.325146172664660060e-01,3.784409641768832699e+01,7.269800269078794397e-01,-1.150199196593282847e-01
3.042584608881250929e+00,-2.177973199694235584e-01,1.394794295867983980e+00,3.796326830518628981e+01,1.027464203680358512e+00,-6.922009968256599699e-02
3.025187696829112038e+00,-3.736965759169109114e-01,2.011768547783068684e+00,3.813756913185657993e+01,1.323368928467892669e+00,6.448699341965140677e-03
2.950122122892012921e+00,-5.324594668271360742e-01,2.117905769031917629e+00,3.834494843483659565e+01,1.603102660769984977e+00,1.208942076963429590e-01
2.850689254658805183e+00,-6.147637724406156412e-01,2.062211363588728474e+00,3.855392402434954846e+01,1.854888270246569437e+00,2.758669248925232353e-01
2.744676910605185594e+00,-6.212898751008659737e-01,1.923729173902574807e+00,3.875306642024098380e+01,2.067161261836352182e+00,4.674615860780487742e-01
2.666163634823919715e+00,-5.777177375444360052e-01,1.788384103894737231e+00,3.893825282799048892e+01,2.233360637235051627e+00,6.891303320107905472e-01
2.589171138439927855e+00,-5.125801038594435255e-01,1.716405605027432557e+00,3.911340336867664291e+01,2.349666738074745354e+00,9.300767865097633313e-01
2.533921211510158145e+00,-4.482479068360724073e-01,1.520056117659334571e+00,3.927429387083790857e+01,2.416842454637412985e+00,1.181399342882853976e+00
2.451549165309884870e+00,-3.805292660021583062e-01,1.946748838216882715e+00,3.945079577885731936e+01,2.435172406900691477e+00,1.433100029916942297e+00
2.426629298173578420e+00,-3.758971236708519847e-01,1.726514834799579345e+00,3.963296718369239358e+01,2.405950420631053355e+00,1.678189113563995472e+00
2.375074014686132884e+00,-3.421996789092952018e-01,1.710231234219317775e+00,3.980496466865228911e+01,2.334269306357303009e+00,1.909706723962163011e+00
2.379068185877266206e+00,-3.227603399614012991e-01,1.234815554498428058e+00,3.994880078939053192e+01,2.226828816578432679e+00,2.123356527032618679e+00
2.374136789646034362e+00,-2.592944606352828862e-01,1.115944814306957467e+00,4.006564504999696652e+01,2.088591186208647255e+00,2.318164314765824408e+00
2.424577805032920530e+00,-2.265056823511237827e-01,1.231717067746450622e+00,4.018395776774125494e+01,1.923379343406531383e+00,2.493983180121630561e+00
2.434055631814268317e+00,-2.290852268181337859e-01,1.336046349316045267e+00,4.031305153008450048e+01,1.734620831418164366e+00,2.648920411218158577e+00
2.470683786789691805e+00,-2.398107440800692491e-01,4.896594338267802327e-01,4.039774275787248570e+01,1.528969852066718982e+00,2.784115895534735596e+00
2.513789317528441369e+00,-1.586910376135268752e-01,1.804443116562673144e-01,4.042890205622337874e+01,1.310058225033248647e+00,2.905031287720391209e+00
