3.310552100002380982e+00,-3.905911368110227128e-02,1.973911343165215826e-01,-1.507198003100204166e-02,2.332651336820745769e-02,1.312628998450719210e-02
3.353790921192392194e+00,-6.128083845475917196e-02,2.289565344284055781e-01,6.389469506032659403e-03,3.567723859766115946e-01,6.504585224009649599e-03
3.396782669026121582e+00,-8.399159766721281395e-02,1.313702275975434375e-01,2.399833550240172697e-02,6.946269603105352797e-01,4.724208573761152011e-03
3.444627946160095711e+00,-5.737747229127002774e-02,1.417118125667239312e-02,3.045950279885452708e-02,1.036609343453337884e+00,6.508737660090292004e-03
3.479689967670970052e+00,-2.644008154374829708e-02,-2.288079102711882973e-01,1.831377583398964212e-02,1.382940236064248873e+00,1.116099841696410744e-02
3.506957124488236932e+00,5.821018759974590923e-02,-5.611116896148561350e-01,-2.294597136377854452e-02,1.732283961479960332e+00,1.206409408878075275e-02
3.502297220791231513e+00,1.716024853029363417e-01,-1.024243824450619123e+00,-1.047370281477018744e-01,2.083203529401681298e+00,2.285722803135293527e-03
3.512024784665743304e+00,3.328978351489645937e-01,-1.164714005842702793e+00,-2.150051545136703879e-01,2.434128782413173653e+00,-2.812070045944883856e-02
3.490797989840491056e+00,4.625169450991263309e-01,-1.460708794678716504e+00,-3.478918047218052534e-01,2.781629777219506661e+00,-8.637591402627722847e-02
3.416974693945860064e+00,6.071824480987694228e-01,-1.921544438291775680e+00,-4.318845813162616731e-01,3.133173262490673405e+00,-1.770255106459749372e-01
3.256043928240440977e+00,7.628407137126941295e-01,-2.345215260346311226e+00,-3.878154655159782305e-01,3.523030704566660010e+00,-2.467168325014578723e-01
3.116819992417894536e+00,8.591254865111134231e-01,-1.865448216597499709e+00,-3.306274876193689982e-01,3.921256638418304519e+00,-2.821870185216497351e-01
2.993799365442172178e+00,7.995591304029869839e-01,-1.672966686199334863e+00,-2.458455670707933582e-01,4.312966629420487585e+00,-2.892833829708289506e-01
2.979230782674565869e+00,6.758287893430739990e-01,-4.993801610798466739e-01,-9.657033394396583037e-02,4.690886757540487118e+00,-2.679737456289996711e-01
2.982698895950764761e+00,4.567779135862889417e-01,-9.817175539017173325e-01,6.465619078304676859e-02,5.047693663265446773e+00,-2.170880485293620321e-01
