2.938753038179174215e+00,-8.213186246074853994e-03,2.212858291315626669e-01,5.035265740165885406e-02,1.061813399775353162e-01,-1.626481711809982800e-01
2.996332518310419690e+00,-4.541418611661456051e-02,2.845944514325969288e-01,7.576852415171490829e-02,4.019396510419638302e-01,-1.465982997838690127e-01
3.026238409052478762e+00,-9.131901692133398418e-02,9.310950638828107140e-01,1.407092762894305571e-01,7.020480639577466597e-01,-1.211278144967877363e-01
3.050538694079936164e+00,-2.219750068254704167e-01,1.398545141859329988e+00,2.598811637874248182e-01,1.002725301880077913e+00,-7.661306867098065243e-02
3.021585207085575764e+00,-3.691207983455463970e-01,2.013727285983341719e+00,2.305977315283464779e-01,1.294338272214036856e+00,-3.215842014495854523e-02
2.950431990956538630e+00,-5.321904041584420986e-01,2.117405677368406014e+00,2.302032070891740778e-01,1.591952357359912362e+00,-8.589153848244856712e-03
2.845116217760136568e+00,-6.147164049290104737e-01,2.067428109635717881e+00,2.330408804804351697e-01,1.887223172180395370e+00,1.533792654443597589e-03
2.753178592979666384e+00,-6.198125721042918590e-01,1.922549830499364010e+00,2.317558121493071832e-01,2.174314367176606755e+00,5.344364520592443171e-03
2.660189506987189922e+00,-5.771888819494418454e-01,1.787506445681375844e+00,2.223306666490002248e-01,2.453074883352822866e+00,7.825882630559614223e-03
2.589312442714741813e+00,-5.082368001214542241e-01,1.716673741101328643e+00,2.092099834057012109e-01,2.722753546758397647e+00,1.080223047809624436e-02
2.538443978811677937e+00,-4.464383276686320068e-01,1.519641442896890737e+00,1.866361277968479060e-01,2.985546881572724409e+00,1.438555905479726310e-02
2.458572167020303123e+00,-3.715716713856478393e-01,1.944005018650995176e+00,1.846339213001076673e-01,3.241235191290993800e+00,1.975537827749882999e-02
2.426603679209616171e+00,-3.726365777513096500e-01,1.725858735508495778e+00,1.914239007050735075e-01,3.492450578374669323e+00,2.857495093793752799e-02
2.362349643257120491e+00,-3.511012113131080636e-01,1.714003341268373726e+00,1.900834359911038329e-01,3.740738902048680981e+00,3.898779082935482920e-02
2.374485051717449391e+00,-3.178742574737615234e-01,1.238508356033154456e+00,1.616671912605453232e-01,3.987472240891230424e+00,4.755808295328971952e-02
2.381574158399068164e+00,-2.617653748472124620e-01,1.120945482206092469e+00,1.056107932402039346e-01,4.235134191279780858e+00,5.099525505012440785e-02
2.431901151637186231e+00,-2.323441682874990977e-01,1.230075670508132157e+00,4.943064134834973533e-02,4.485076815941931194e+00,4.562064827688012969e-02
2.430696135023015181e+00,-2.323923562274608223e-01,1.337347597622291939e+00,3.644173378421899402e-03,4.735574293902740983e+00,2.903807666216797617e-02
2.474503436329674066e+00,-2.368336765070795102e-01,4.905780263910108907e-01,-8.362427980178850639e-02,4.981888393079828781e+00,-4.302590348742797027e-03
